Word,Count
low,210
know,173
got,156
yeah,151
love,133
like,126
let,89
need,83
never,79
baby,74
want,73
thing,70
woman,68
feel,62
said,60
get,56
night,54
could,53
gon,52
heart,51
make,51
say,49
way,47
time,46
come,45
go,39
see,38
really,38
nothing,37
right,36
alone,36
give,35
lie,33
head,33
safe,33
lololow,33
well,32
title,32
good,30
sound,28
ooh,28
think,27
long,27
find,27
take,27
life,26
unstoppable,26
nah,25
tear,25
leave,25
