Word,Count
like,100
time,97
love,84
yeah,81
never,76
one,69
know,65
back,57
take,53
still,50
let,49
way,49
right,47
night,45
feel,43
good,42
always,41
come,41
til,39
hope,39
baby,38
little,37
cause,36
want,36
trouble,34
hey,31
tryna,31
town,28
dream,27
need,27
make,27
life,26
girl,26
put,25
knew,25
woman,25
whiskey,25
home,23
keep,23
old,23
away,22
every,22
thats,21
day,21
thought,21
man,21
could,21
pretty,21
well,21
last,21
