TrackID,Track Name,Artists,Lyrics,Tokens
248456076,Tennessee Whiskey,Chris Stapleton,"Used to spend my nights out in a bar room Liquor was the only love I've known But you rescued me from reachin' for the bottom And brought me back from being too far gone  You're as smooth As Tennessee whiskey You're as sweet As strawberry wine You're as warm As a glass of brandy And honey, I stay stoned on your love All the time  I've looked for love in all the same old places Found the bottom of the bottles always dry But when you poured out your heart I didn't waste it 'Cause there's nothing like your love to get me high  You're as smooth As Tennessee whiskey You're as sweet As strawberry wine You're as warm As a glass of brandy And honey, I stay stoned on your love All the time  You're as smooth As Tennessee whiskey You're as sweet As strawberry wine You're as warm As a glass of brandy Honey, I stay stoned on your love All the time You're as smooth As Tennessee whiskey Tennessee Whiskey Tennessee Whiskey You're as smooth As Tennessee Whiskey Tennessee whiskey Tennessee whiskey","['used', 'spend', 'night', 'bar', 'room', 'liquor', 'love', 'known', 'rescued', 'reachin', 'bottom', 'brought', 'back', 'far', 'gone', 'smooth', 'tennessee', 'whiskey', 'sweet', 'strawberry', 'wine', 'warm', 'glass', 'brandy', 'honey', 'stay', 'stoned', 'love', 'time', 'looked', 'love', 'old', 'place', 'found', 'bottom', 'bottle', 'always', 'dry', 'poured', 'heart', 'waste', 'cause', 'nothing', 'like', 'love', 'high', 'smooth', 'tennessee', 'whiskey', 'sweet', 'strawberry', 'wine', 'warm', 'glass', 'brandy', 'honey', 'stay', 'stoned', 'love', 'time', 'smooth', 'tennessee', 'whiskey', 'sweet', 'strawberry', 'wine', 'warm', 'glass', 'brandy', 'honey', 'stay', 'stoned', 'love', 'time', 'smooth', 'tennessee', 'whiskey', 'tennessee', 'whiskey', 'tennessee', 'whiskey', 'smooth', 'tennessee', 'whiskey', 'tennessee', 'whiskey', 'tennessee', 'whiskey']"
556245712,Chasing After You,Ryan Hurd & Maren Morris,"You come over when your wine's all gone Always catch me when I'm not that strong Then you wind up staying all night long Ain't nothin' new  Then I wake up with you on my chest You got a way of making me forget Girl, with you the answer's always yes Every time you call  But I know, yeah I know it's a matter of time 'Til you walk, 'til you walk back out of my life Leave me standing here lonely, feeling like a fool, mm, mm Every time, every time you say we're done You come back to the love you were running from Don't know why, don't know why I let you, but I do Guess I love chasing after you, mm, mm, yeah  Listen Wish I could quit you, but it feels too good If I could turn it off, you know I would But somethin' 'bout you makes me think we could Make it after all  But I know, yeah I know it's a matter of time 'Til you walk, 'til you walk back out of my life Leave me standing here lonely, feeling like a fool Every time, every time you say we're done You come back to the love you were running from Don't know why, don't know why I let you, but I do Guess I love chasing after you  You come over when your wine's all gone Always catch me when I'm not that strong Then you wind up staying all night long Ain't nothin' new  But I know, yeah I know it's a matter of time 'Til you walk, 'til you walk back out of my life Leave me standing here lonely, feeling like a fool Yeah, every time, every time you say we're done You come back to the love you were running from Don't know why, don't know why I let you, but I do Guess I love chasing after you  I love chasing after you Ooh, ooh","['come', 'wine', 'gone', 'always', 'catch', 'strong', 'wind', 'staying', 'night', 'long', 'nothin', 'new', 'wake', 'chest', 'way', 'making', 'forget', 'girl', 'answer', 'always', 'yes', 'every', 'time', 'call', 'know', 'yeah', 'know', 'matter', 'time', 'til', 'walk', 'til', 'walk', 'back', 'life', 'leave', 'standing', 'lonely', 'feeling', 'like', 'fool', 'mm', 'mm', 'every', 'time', 'every', 'time', 'done', 'come', 'back', 'love', 'running', 'know', 'know', 'let', 'guess', 'love', 'chasing', 'mm', 'mm', 'yeah', 'listen', 'wish', 'could', 'quit', 'feel', 'good', 'could', 'turn', 'know', 'somethin', 'bout', 'make', 'think', 'could', 'make', 'know', 'yeah', 'know', 'matter', 'time', 'til', 'walk', 'til', 'walk', 'back', 'life', 'leave', 'standing', 'lonely', 'feeling', 'like', 'fool', 'every', 'time', 'every', 'time', 'done', 'come', 'back', 'love', 'running', 'know', 'know', 'let', 'guess', 'love', 'chasing', 'come', 'wine', 'gone', 'always', 'catch', 'strong', 'wind', 'staying', 'night', 'long', 'nothin', 'new', 'know', 'yeah', 'know', 'matter', 'time', 'til', 'walk', 'til', 'walk', 'back', 'life', 'leave', 'standing', 'lonely', 'feeling', 'like', 'fool', 'yeah', 'every', 'time', 'every', 'time', 'done', 'come', 'back', 'love', 'running', 'know', 'know', 'let', 'guess', 'love', 'chasing', 'love', 'chasing']"
590636128,Never Say Never,Cole Swindell & Lainey Wilson,"I told my momma I told my friends When it comes to her When it comes to him Never again Last time was the last time That time nearly did us in Yeah, too much drama  Girl, you're a match You're gasoline We just burn too fast So here we are Lighting up that spark Yeah, we tried to run But we didn't get far, I  Never say never with you I end up together with you It's hell and it's heaven with you, baby Anything's possible The highs are unstoppable It's so uncontrollable, it's crazy  We say we won't And then we do You're all I want, I never say never with you  You got a touch that kills me Makes me feel alive Couldn't turn me off Yeah, even if you tried So keep turning me on and turn out the lights Who knows tonight, we might get it right, I  Never say never with you I end up together with you It's hell and it's heaven with you, baby Anything's possible The highs are unstoppable It's so uncontrollable, it's crazy  We say we won't And then we do You're all I want, I never say never with you, yeah I never say never with you  I never say never with you I end up together with you It's hell and it's heaven with you, baby Anything's possible The highs are unstoppable It's so uncontrollable, it's crazy  We say we won't And then we do You're all I want, I never say never with you We say we won't, but what's the use? Baby, come on, I never say never with you  Oh, no You're all I want, I never say never with you No, no, no, no, no  I told my momma I told my friends When it comes to her When it comes to him Never again","['told', 'momma', 'told', 'friend', 'come', 'come', 'never', 'last', 'time', 'last', 'time', 'time', 'nearly', 'u', 'yeah', 'much', 'drama', 'girl', 'match', 'gasoline', 'burn', 'fast', 'lighting', 'spark', 'yeah', 'tried', 'run', 'far', 'never', 'never', 'end', 'together', 'hell', 'heaven', 'baby', 'anythings', 'possible', 'high', 'unstoppable', 'uncontrollable', 'crazy', 'wont', 'want', 'never', 'never', 'touch', 'kill', 'makes', 'feel', 'alive', 'couldnt', 'turn', 'yeah', 'even', 'tried', 'keep', 'turning', 'turn', 'light', 'know', 'tonight', 'might', 'right', 'never', 'never', 'end', 'together', 'hell', 'heaven', 'baby', 'anythings', 'possible', 'high', 'unstoppable', 'uncontrollable', 'crazy', 'wont', 'want', 'never', 'never', 'yeah', 'never', 'never', 'never', 'never', 'end', 'together', 'hell', 'heaven', 'baby', 'anythings', 'possible', 'high', 'unstoppable', 'uncontrollable', 'crazy', 'wont', 'want', 'never', 'never', 'wont', 'whats', 'use', 'baby', 'come', 'never', 'never', 'want', 'never', 'never', 'told', 'momma', 'told', 'friend', 'come', 'come', 'never']"
574511388,Ride the Lightning (717 Tapes),Warren Zeiders,"Mama always said I was born on the wild side One foot in the flames and the other trying to walk the line Can't say I never saw it coming I could see the warning signs Mama always said I was born on the wild side I guess mama was right 'Cause when the clock strikes midnight  Gonna ride the lightning Feel the thunder 'Til the darkness pulls me under Gonna fly on Wings of fire Pray the good Lord lifts me higher  Singing oh, when they call me home Singing oh, when they call me home Gonna ride the lightning  There's a man in a black coat standing at a crossroads With a pad in his hand and a long list of lost souls They say cliffs are gone, forged out of fool's gold There's a man in a black coat standing at a crossroads I hope he lets me pass by And I close my eyes  I'm gonna ride the lightning Feel the thunder 'Til the darkness pulls me under Gonna fly on Wings of fire Pray the good Lord lifts me higher  Singing oh, when they call me home Singing oh, when they call me home I'm gonna ride the lightning Ride the lightning Ride the lightning  I'm gonna ride the lightning Feel the thunder 'Til the darkness pulls me under Gonna fly on Wings of fire Pray the good Lord lifts me higher  Singing oh, when they call me home Singing oh, when they call me home Gonna ride the lightning","['mama', 'always', 'born', 'wild', 'side', 'one', 'foot', 'flame', 'trying', 'walk', 'line', 'never', 'saw', 'coming', 'could', 'warning', 'sign', 'mama', 'always', 'born', 'wild', 'side', 'guess', 'mama', 'right', 'cause', 'clock', 'strike', 'midnight', 'ride', 'lightning', 'feel', 'thunder', 'til', 'darkness', 'pull', 'fly', 'wings', 'fire', 'pray', 'good', 'lord', 'lift', 'higher', 'singing', 'call', 'home', 'singing', 'call', 'home', 'ride', 'lightning', 'man', 'black', 'coat', 'standing', 'crossroad', 'pad', 'hand', 'long', 'list', 'lost', 'soul', 'cliff', 'gone', 'forged', 'fool', 'gold', 'man', 'black', 'coat', 'standing', 'crossroad', 'hope', 'let', 'pas', 'close', 'eye', 'ride', 'lightning', 'feel', 'thunder', 'til', 'darkness', 'pull', 'fly', 'wings', 'fire', 'pray', 'good', 'lord', 'lift', 'higher', 'singing', 'call', 'home', 'singing', 'call', 'home', 'ride', 'lightning', 'ride', 'lightning', 'ride', 'lightning', 'ride', 'lightning', 'feel', 'thunder', 'til', 'darkness', 'pull', 'fly', 'wings', 'fire', 'pray', 'good', 'lord', 'lift', 'higher', 'singing', 'call', 'home', 'singing', 'call', 'home', 'ride', 'lightning']"
579208512,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,"He helped me change a tire in the Citgo parking lot He said, ""We both could use a beer"" And I said, ""Hell, why not?"" What started out as one night turned to six months just like that He never had a ring on so I never thought to ask But then last night I saw a message on his phone It said, ""Hey babe, what time you comin' home?""  I never wanted to be that girl I never wanted to hate myself I thought this kind of lonely only happens to somebody else Being the other one when there's another one God, this feels like hell I thought I knew who I was but it's getting hard to tell I never wanted to be that girl  I've heard about those women who didn't have a clue The ones who made excuses like my mama used to do And he jumps in the shower just as soon as he gets home And I spend half an hour going through his phone  I never wanted to be that girl I never wanted to hate myself I thought this kind of lonely only happens to somebody else And being the other one when there's another one God, this feels like hell I thought I knew who I was but it's getting hard to tell I never wanted to be that girl  Oh, and I feel stupid, I feel cheap I feel used, I feel weak  I never wanted to be that girl I never wanted to hate myself Thought this kind of lonely only happens to somebody else Being the other one when there's another one God, this feels like hell I thought I knew who I was but it's getting hard to tell I never wanted to be that girl (I never wanted to be that girl) I never wanted to be that girl","['helped', 'change', 'tire', 'citgo', 'parking', 'lot', 'could', 'use', 'beer', 'hell', 'started', 'one', 'night', 'turned', 'six', 'month', 'like', 'never', 'ring', 'never', 'thought', 'ask', 'last', 'night', 'saw', 'message', 'phone', 'hey', 'babe', 'time', 'comin', 'home', 'never', 'wanted', 'girl', 'never', 'wanted', 'hate', 'thought', 'kind', 'lonely', 'happens', 'somebody', 'else', 'one', 'another', 'one', 'god', 'feel', 'like', 'hell', 'thought', 'knew', 'getting', 'hard', 'never', 'wanted', 'girl', 'heard', 'woman', 'clue', 'one', 'made', 'excuse', 'like', 'mama', 'used', 'jump', 'shower', 'soon', 'home', 'spend', 'half', 'hour', 'going', 'phone', 'never', 'wanted', 'girl', 'never', 'wanted', 'hate', 'thought', 'kind', 'lonely', 'happens', 'somebody', 'else', 'one', 'another', 'one', 'god', 'feel', 'like', 'hell', 'thought', 'knew', 'getting', 'hard', 'never', 'wanted', 'girl', 'feel', 'stupid', 'feel', 'cheap', 'feel', 'used', 'feel', 'weak', 'never', 'wanted', 'girl', 'never', 'wanted', 'hate', 'thought', 'kind', 'lonely', 'happens', 'somebody', 'else', 'one', 'another', 'one', 'god', 'feel', 'like', 'hell', 'thought', 'knew', 'getting', 'hard', 'never', 'wanted', 'girl', 'never', 'wanted', 'girl', 'never', 'wanted', 'girl']"
283147911,All I See Is You,Shane Smith & The Saints,"A storm's runnin' through the Midwest Like a bandit out on the loose And all the clouds are black as nightfall But all I see is you  And rain's pourin' through the windowpanes And the cracks of this roof Tea's boilin' from the spout of the pot But all I see is you, yeah  It's like the nights in Salt Lake City Where the snow fell down too soon People laughed and howled from their beers But all I could see was you  And I remember our first night abroad As the sun traded shifts with the moon It was a lot to take in for some eyes from East Texas But all I could see was you 'Cause all I ever see is you  I'll make my way to the doctor one day When my eyes don't work like they should Just read the letters from large down to small But all I'll see is you  Then when I'm old and weathered From the winds of a life that consumed I pray to God the day I'll find my deathbed All I'll see is you 'Cause all I wanna see is you  Every day And oh, oh, oh, I will wait a few more nights But until that time All I see is you  A storm's runnin' through the Midwest Like a bandit out on the loose And all the clouds are black as nightfall But all I see is you  And rain's pourin' through the windowpanes And the cracks of this roof Tea's boilin' from the spout of the pot But all I see is you 'Cause all I ever see is you","['storm', 'runnin', 'midwest', 'like', 'bandit', 'loose', 'cloud', 'black', 'nightfall', 'rain', 'pourin', 'windowpane', 'crack', 'roof', 'teas', 'boilin', 'spout', 'pot', 'yeah', 'like', 'night', 'salt', 'lake', 'city', 'snow', 'fell', 'soon', 'people', 'laughed', 'howled', 'beer', 'could', 'remember', 'first', 'night', 'abroad', 'sun', 'traded', 'shift', 'moon', 'lot', 'take', 'eye', 'east', 'texas', 'could', 'cause', 'ever', 'make', 'way', 'doctor', 'one', 'day', 'eye', 'work', 'like', 'read', 'letter', 'large', 'small', 'old', 'weathered', 'wind', 'life', 'consumed', 'pray', 'god', 'day', 'find', 'deathbed', 'cause', 'every', 'day', 'wait', 'night', 'time', 'storm', 'runnin', 'midwest', 'like', 'bandit', 'loose', 'cloud', 'black', 'nightfall', 'rain', 'pourin', 'windowpane', 'crack', 'roof', 'teas', 'boilin', 'spout', 'pot', 'cause', 'ever']"
456773549,I Hope,Gabby Barrett,"I, I hope she makes you smile The way it made me smile on the other end of a Phone in the middle of a highway driving alone Oh baby I, I hope you hear a song That makes you sing along and gets you thinking about Her then the last several miles turns into a blur, yeah  I hope you both feel the sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more Free, tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest Dreams, she's everything you're ever gonna need  And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me  Yeah babe, I hope she shows up in a two AM pic from a friend Hanging on to a guy and you just hate him I hope you stay up all night all alone waiting by the phone And then she calls And baby I, I hope you work it out Forgive and just about forget and take her on a first date again And when you lean in for a kiss  I hope you both feel the sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more Free, tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest Dreams, she's everything you're ever gonna need  And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me  I hope it goes, comes all the way around I hope she makes you feel the same way About her that I feel about you right now  I hope you both feel the sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more Free, tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest Dreams, she's everything you're ever gonna need  And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me  Like you did on me","['hope', 'make', 'smile', 'way', 'made', 'smile', 'end', 'phone', 'middle', 'highway', 'driving', 'alone', 'baby', 'hope', 'hear', 'song', 'make', 'sing', 'along', 'thinking', 'last', 'several', 'mile', 'turn', 'blur', 'yeah', 'hope', 'feel', 'spark', 'end', 'drive', 'hope', 'know', 'shes', 'one', 'end', 'night', 'hope', 'never', 'ever', 'felt', 'free', 'friend', 'happy', 'hope', 'come', 'along', 'wreck', 'every', 'one', 'plan', 'hope', 'spend', 'last', 'dime', 'put', 'rock', 'hand', 'hope', 'shes', 'wilder', 'wildest', 'dreams', 'shes', 'everything', 'ever', 'need', 'hope', 'cheat', 'like', 'hope', 'cheat', 'like', 'yeah', 'babe', 'hope', 'show', 'two', 'pic', 'friend', 'hanging', 'guy', 'hate', 'hope', 'stay', 'night', 'alone', 'waiting', 'phone', 'call', 'baby', 'hope', 'work', 'forgive', 'forget', 'take', 'first', 'date', 'lean', 'kiss', 'hope', 'feel', 'spark', 'end', 'drive', 'hope', 'know', 'shes', 'one', 'end', 'night', 'hope', 'never', 'ever', 'felt', 'free', 'friend', 'happy', 'hope', 'come', 'along', 'wreck', 'every', 'one', 'plan', 'hope', 'spend', 'last', 'dime', 'put', 'rock', 'hand', 'hope', 'shes', 'wilder', 'wildest', 'dreams', 'shes', 'everything', 'ever', 'need', 'hope', 'cheat', 'like', 'hope', 'cheat', 'like', 'hope', 'come', 'way', 'around', 'hope', 'make', 'feel', 'way', 'feel', 'right', 'hope', 'feel', 'spark', 'end', 'drive', 'hope', 'know', 'shes', 'one', 'end', 'night', 'hope', 'never', 'ever', 'felt', 'free', 'friend', 'happy', 'hope', 'come', 'along', 'wreck', 'every', 'one', 'plan', 'hope', 'spend', 'last', 'dime', 'put', 'rock', 'hand', 'hope', 'shes', 'wilder', 'wildest', 'dreams', 'shes', 'everything', 'ever', 'need', 'hope', 'cheat', 'like', 'hope', 'cheat', 'like', 'like']"
581169207,One Mississippi,Kane Brown,"You and I Had this off and on so long You've been here then you've been gone So many times And every night Yeah, I'm always bumpin' into you We do the same things we used to It's your place or it's mine so  Oh, oh, oh, oh, oh Well, I swear we're through with the lonely drunk and déjà vu Oh, oh, oh, oh, oh Five minutes out of downtown Ain't nothin' but a countdown  One Mississippi, two Mississippi, three shots of whiskey Are you on your way? We're tipsy, baby, come kiss me, I can't wait, I can't wait Mississippi, two Mississippi, three in the mornin' We'll be on our way So tipsy, can't stop kissin', I can't wait, I can't wait forever  Mm, every time I'm at this bar, tap on the shoulder, turn around And baby, there you are And it's fire, you're like this Bourbon, hundred proof Yeah, they don't burn the way you do Yeah, we're better in the dark so  Oh, oh, oh, oh, oh Well, I swear we're through with the lonely drunk and déjà vu Oh, oh, oh, oh, oh Five minutes out of downtown Ain't nothin' but a countdown  One Mississippi, two Mississippi, three shots of whiskey Are you on your way? We're tipsy, baby, come kiss me, I can't wait, I can't wait Mississippi, two Mississippi, three in the mornin' We'll be on our way So tipsy, can't stop kissin', I can't wait, I can't wait forever  Kinda like that Georgia wind We'll be gone and back again But always wind up right back where we are Playin' roulette with our hearts And blowin' smoke rings in the dark, yeah  Oh, oh, oh, oh, oh Well, I swear we're through with the lonely drunk and déjà vu Oh, oh, oh, oh, oh Five minutes out of downtown Ain't nothin' but a countdown  One Mississippi, two Mississippi, three shots of whiskey Are you on your way? We're tipsy, baby, come kiss me, I can't wait, I can't wait Mississippi, two Mississippi, three in the mornin' We'll be on our way So tipsy, can't stop kissin', I can't wait, I can't wait forever  Every time I'm at this bar, tap on the shoulder, turn around And baby, there you are","['long', 'gone', 'many', 'time', 'every', 'night', 'yeah', 'always', 'bumpin', 'thing', 'used', 'place', 'mine', 'well', 'swear', 'lonely', 'drunk', 'dj', 'vu', 'five', 'minute', 'downtown', 'nothin', 'countdown', 'one', 'mississippi', 'two', 'mississippi', 'three', 'shot', 'whiskey', 'way', 'tipsy', 'baby', 'come', 'kiss', 'wait', 'wait', 'mississippi', 'two', 'mississippi', 'three', 'mornin', 'well', 'way', 'tipsy', 'stop', 'kissin', 'wait', 'wait', 'forever', 'mm', 'every', 'time', 'bar', 'tap', 'shoulder', 'turn', 'around', 'baby', 'fire', 'like', 'bourbon', 'hundred', 'proof', 'yeah', 'burn', 'way', 'yeah', 'better', 'dark', 'well', 'swear', 'lonely', 'drunk', 'dj', 'vu', 'five', 'minute', 'downtown', 'nothin', 'countdown', 'one', 'mississippi', 'two', 'mississippi', 'three', 'shot', 'whiskey', 'way', 'tipsy', 'baby', 'come', 'kiss', 'wait', 'wait', 'mississippi', 'two', 'mississippi', 'three', 'mornin', 'well', 'way', 'tipsy', 'stop', 'kissin', 'wait', 'wait', 'forever', 'kinda', 'like', 'georgia', 'wind', 'well', 'gone', 'back', 'always', 'wind', 'right', 'back', 'playin', 'roulette', 'heart', 'blowin', 'smoke', 'ring', 'dark', 'yeah', 'well', 'swear', 'lonely', 'drunk', 'dj', 'vu', 'five', 'minute', 'downtown', 'nothin', 'countdown', 'one', 'mississippi', 'two', 'mississippi', 'three', 'shot', 'whiskey', 'way', 'tipsy', 'baby', 'come', 'kiss', 'wait', 'wait', 'mississippi', 'two', 'mississippi', 'three', 'mornin', 'well', 'way', 'tipsy', 'stop', 'kissin', 'wait', 'wait', 'forever', 'every', 'time', 'bar', 'tap', 'shoulder', 'turn', 'around', 'baby']"
407908665,Rainbow,Kacey Musgraves,"When it rains, it pours But you didn't even notice it ain't rainin' anymore It's hard to breathe when all you know is The struggle of stayin' above the risin' water line  Well, the sky has finally opened The rain and wind stopped blowin' But you're stuck out in the same ol' storm again You hold tight to your umbrella Well, darlin', I'm just tryin' to tell ya That there's always been a rainbow hangin' over your head  If you could see what I see, you'd be blinded by the colors Yellow, red, and orange, and green, and at least a million others So tie up the bow, take off your coat, and take a look around  'Cause the sky has finally opened The rain and wind stopped blowin' But you're stuck out in the same ol' storm again You hold tight to your umbrella Well, darlin', I'm just tryin' to tell ya That there's always been a rainbow hangin' over your head  Oh, tie up the bow, take off your coat, and take a look around Everything is alright now  'Cause the sky has finally opened The rain and wind stopped blowin' But you're stuck out in the same ol' storm again Let go of your umbrella 'Cause, darlin', I'm just trying to tell ya That there's always been a rainbow hangin' over your head  Yeah, there's always been a rainbow hangin' over your head Mm, mm, mm It'll all be alright","['rain', 'pours', 'even', 'notice', 'rainin', 'anymore', 'hard', 'breathe', 'know', 'struggle', 'stayin', 'risin', 'water', 'line', 'well', 'sky', 'ha', 'finally', 'opened', 'rain', 'wind', 'stopped', 'blowin', 'stuck', 'ol', 'storm', 'hold', 'tight', 'umbrella', 'well', 'darlin', 'tryin', 'ya', 'always', 'rainbow', 'hangin', 'head', 'could', 'youd', 'blinded', 'color', 'yellow', 'red', 'orange', 'green', 'least', 'million', 'others', 'tie', 'bow', 'take', 'coat', 'take', 'look', 'around', 'cause', 'sky', 'ha', 'finally', 'opened', 'rain', 'wind', 'stopped', 'blowin', 'stuck', 'ol', 'storm', 'hold', 'tight', 'umbrella', 'well', 'darlin', 'tryin', 'ya', 'always', 'rainbow', 'hangin', 'head', 'tie', 'bow', 'take', 'coat', 'take', 'look', 'around', 'everything', 'alright', 'cause', 'sky', 'ha', 'finally', 'opened', 'rain', 'wind', 'stopped', 'blowin', 'stuck', 'ol', 'storm', 'let', 'umbrella', 'cause', 'darlin', 'trying', 'ya', 'always', 'rainbow', 'hangin', 'head', 'yeah', 'always', 'rainbow', 'hangin', 'head', 'mm', 'mm', 'mm', 'itll', 'alright']"
584714284,Come Back As A Country Boy,Blake Shelton,"When I die, I wanna come back as a country boy No, there ain't no better life if you ask me If my neck don't come out red, then Lord, just keep me dead 'Cause a country boy's all that I know how to be  My back is always breakin', my dogs are always barkin' My money has trouble makin', and my truck has trouble startin' I'm up before the sun, either haulin' hay or huntin' My work ain't ever done but son, I wouldn't trade it for nothin'  So when I die, I wanna come back as a country boy No, there ain't no better life if you ask me If my neck don't come out red, then Lord, just keep me dead 'Cause a country boy is all that I know how to be  Yeah, if y'all ain't in my drawl, and a fish ain't on my wall And the whiskey don't burn goin' down My feet ain't in a holler, and blue ain't on my collar Leave my Hank-crankin', beer-drinkin' ass in the ground  Yeah, when I die, I wanna come back as a country boy No, there ain't no better life if you ask me If my neck don't come out red, then Lord, just keep me dead 'Cause a country boy's all that I know how to be  When I die, I wanna come back as a country boy Live on this land, like my old man did before me I don't wanna be born into money Where the boots don't ever get muddy 'Cause a country boy's all that I know how to be  When I die, I wanna come back as a country boy No, there ain't no better life if you ask me If my neck don't come out red, then Lord, just keep me dead 'Cause a country boy is all that I know how to be Yeah, a country boy is all that I know how to be","['die', 'come', 'back', 'country', 'boy', 'better', 'life', 'ask', 'neck', 'come', 'red', 'lord', 'keep', 'dead', 'cause', 'country', 'boy', 'know', 'back', 'always', 'breakin', 'dog', 'always', 'barkin', 'money', 'ha', 'trouble', 'makin', 'truck', 'ha', 'trouble', 'startin', 'sun', 'either', 'haulin', 'hay', 'huntin', 'work', 'ever', 'done', 'son', 'trade', 'nothin', 'die', 'come', 'back', 'country', 'boy', 'better', 'life', 'ask', 'neck', 'come', 'red', 'lord', 'keep', 'dead', 'cause', 'country', 'boy', 'know', 'yeah', 'yall', 'drawl', 'fish', 'wall', 'whiskey', 'burn', 'goin', 'foot', 'holler', 'blue', 'collar', 'leave', 'hankcrankin', 'beerdrinkin', 'ground', 'yeah', 'die', 'come', 'back', 'country', 'boy', 'better', 'life', 'ask', 'neck', 'come', 'red', 'lord', 'keep', 'dead', 'cause', 'country', 'boy', 'know', 'die', 'come', 'back', 'country', 'boy', 'live', 'land', 'like', 'old', 'man', 'born', 'money', 'boot', 'ever', 'muddy', 'cause', 'country', 'boy', 'know', 'die', 'come', 'back', 'country', 'boy', 'better', 'life', 'ask', 'neck', 'come', 'red', 'lord', 'keep', 'dead', 'cause', 'country', 'boy', 'know', 'yeah', 'country', 'boy', 'know']"
60559170,Here Comes Santa Claus,Gene Autry,"Here comes Santa Claus, here comes Santa Claus, right down Santa Claus Lane Vixen and Blitzen and all his reindeers pulling on the reins Bells are ringing, children singing, all is merry and bright So hang your stockings and say your prayers, 'cause Santa Claus comes tonight  Here comes Santa Claus, here comes Santa Claus, right down Santa Claus Lane He's got a bag that's filled with toys for boys and girls again Hear those sleigh bells jingle jangle, oh what a beautiful sight So jump in bed and cover your head, 'cause Santa Claus comes tonight  Here comes Santa Claus, here comes Santa Claus, right down Santa Claus Lane He doesn't care if you're rich or poor, he loves you just the same Santa Claus knows we're all God's children, that makes everything right So fill your hearts with Christmas cheer, 'cause Santa Claus comes tonight  Here comes Santa Claus, here comes Santa Claus, right down Santa Claus Lane He'll come around when chimes ring out that it's Christmas morn' again Peace on Earth will come to all if we just follow the light So let's give thanks to the lord above, 'cause Santa Claus comes tonight  Here comes Santa Claus, here comes Santa Claus, right down Santa Claus Lane Vixen and Blitzen and all his reindeers pulling on the reins Bells are ringing, children singing, all is merry and bright Hang your stockings and say your prayers, 'cause Santa Claus comes tonight","['come', 'come', 'right', 'lane', 'vixen', 'blitzen', 'reindeer', 'pulling', 'rein', 'bells', 'ringing', 'child', 'singing', 'merry', 'bright', 'hang', 'stocking', 'prayer', 'cause', 'come', 'tonight', 'come', 'come', 'right', 'lane', 'hes', 'bag', 'thats', 'filled', 'toy', 'boy', 'girl', 'hear', 'sleigh', 'jangle', 'beautiful', 'sight', 'jump', 'bed', 'cover', 'head', 'cause', 'come', 'tonight', 'come', 'come', 'right', 'lane', 'doesnt', 'care', 'rich', 'poor', 'love', 'know', 'gods', 'child', 'make', 'everything', 'right', 'fill', 'heart', 'christmas', 'cheer', 'cause', 'come', 'tonight', 'come', 'come', 'right', 'lane', 'hell', 'come', 'around', 'chime', 'ring', 'christmas', 'morn', 'peace', 'earth', 'come', 'follow', 'light', 'let', 'give', 'thanks', 'lord', 'cause', 'come', 'tonight', 'come', 'come', 'right', 'lane', 'vixen', 'blitzen', 'reindeer', 'pulling', 'rein', 'bells', 'ringing', 'child', 'singing', 'merry', 'bright', 'hang', 'stocking', 'prayer', 'cause', 'come', 'tonight']"
