index,Track Name,Artists,Lyrics,Tokens,lyrics_compound,lyrics_pos,lyrics_neu,lyrics_neg,lyrics_sent
587835563,Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic","Wait a minute, this love started out so tender, so sweet But now she got me smokin' out the window  Must've spent 35, 45 thousand up in Tiffany's (oh, no) Got her badass kids runnin' 'round my whole crib Like it's Chuck E. Cheese (whoa, whoa) Put me in a jam with her ex-man in the UFC Can't believe it (can't believe it), I'm in disbelief  This bitch got me payin' her rent, payin' for trips Diamonds on her neck, diamonds on her wrist And here I am, all alone (all alone), uh I'm so cold, I'm so cold, you got me out here  Smokin' out the window (smokin' out the window) Singin', ""How could she do this to me?"" (How could she do this to me?) Oh, I thought that girl belonged to only me (mhmm) But I was wrong, 'cause she belong To everybody, everybody, ooh  Just the other night, she was grippin' on me tight Screamin', ""Hercules"" (""Hercules, Hercules"") Got me in the club lookin' for a new love Someone, help me, please (help me please, help me please) Baby, why you doin' this? Why you doin' this to me, girl? Not to be dramatic, but I wanna die  This bitch got me payin' her rent, payin' for trips Diamonds on her neck, diamonds on her wrist And here I am all alone (all alone) I'm so cold, I'm so cold, you got me out here  Smokin' out the window (Smokin' out the window of the Benzo, the Benzo) Singin', ""How could she do this to me?"" (How?) (How could she do this?) Oh, I thought that girl belonged to only me  (One thing's for sure, one thing's for sure) But I was wrong (I was wrong) 'Cause she belong (she belong) To everybody (yes, she belong to everybody) Everybody (that girl there, she belong to everybody), ooh  (Oh, no) Look here, baby, I hope you found whatever it is that you need But I also hope that your triflin' ass Is walkin' 'round barefoot in these streets Look out!  Girl, it breaks my heart that you ain't right here with me Now I gotta give you back (gotta give you back) To the city, oh, you got me  Smokin' out the window (ooh) Singin', ""How could she do this to me?"" (How could you?) (How could you do this, baby?) Oh, I thought that girl belonged to only me (ooh, ooh) But I was wrong (I was wrong) 'Cause she belong (she belong) To everybody (yes, she belong to everybody) Everybody (yeah, yeah, she belong to everybody), ooh","['wait', 'minute', 'love', 'started', 'tender', 'sweet', 'got', 'smokin', 'window', 'must', 'spent', 'thousand', 'tiffany', 'got', 'badass', 'kid', 'runnin', 'round', 'whole', 'crib', 'like', 'chuck', 'e', 'cheese', 'whoa', 'whoa', 'put', 'jam', 'exman', 'ufc', 'believe', 'believe', 'disbelief', 'got', 'payin', 'rent', 'payin', 'trip', 'diamond', 'neck', 'diamond', 'wrist', 'alone', 'alone', 'uh', 'cold', 'cold', 'got', 'smokin', 'window', 'smokin', 'window', 'singin', 'could', 'could', 'thought', 'girl', 'belonged', 'mhmm', 'wrong', 'belong', 'everybody', 'everybody', 'ooh', 'night', 'grippin', 'tight', 'screamin', 'hercules', 'hercules', 'hercules', 'got', 'club', 'lookin', 'new', 'love', 'someone', 'help', 'please', 'help', 'please', 'help', 'please', 'baby', 'doin', 'doin', 'girl', 'dramatic', 'na', 'die', 'got', 'payin', 'rent', 'payin', 'trip', 'diamond', 'neck', 'diamond', 'wrist', 'alone', 'alone', 'cold', 'cold', 'got', 'smokin', 'window', 'smokin', 'window', 'benzo', 'benzo', 'singin', 'could', 'could', 'thought', 'girl', 'belonged', 'one', 'thing', 'sure', 'one', 'thing', 'sure', 'wrong', 'wrong', 'belong', 'belong', 'everybody', 'yes', 'belong', 'everybody', 'everybody', 'girl', 'belong', 'everybody', 'ooh', 'look', 'baby', 'hope', 'found', 'whatever', 'need', 'also', 'hope', 'triflin', 'as', 'walkin', 'round', 'barefoot', 'street', 'look', 'girl', 'break', 'heart', 'ai', 'right', 'got', 'give', 'back', 'got', 'give', 'back', 'city', 'got', 'smokin', 'window', 'ooh', 'singin', 'could', 'could', 'could', 'baby', 'thought', 'girl', 'belonged', 'ooh', 'ooh', 'wrong', 'wrong', 'belong', 'belong', 'everybody', 'yes', 'belong', 'everybody', 'everybody', 'yeah', 'yeah', 'belong', 'everybody', 'ooh']",0.4019,0.091,0.826,0.083,1
510700753,Save Your Tears,The Weeknd,"Yeah I saw you dancing in a crowded room You look so happy when I'm not with you  But then you saw me, caught you by surprise A single teardrop falling from your eye  I don't know why I run away I'll make you cry when I run away  You could have asked me why I broke your heart You could've told me that you fell apart But you walked past me like I wasn't there And just pretended like you didn't care  I don't know why I run away I'll make you cry when I run away  Take me back 'cause I wanna stay Save your tears for another Save your tears for another day Save your tears for another day  So I made you think that I would always stay I said some things that I should never say Yeah, I broke your heart like someone did to mine And now you won't love me for a second time  I don't know why I run away Oh girl, I make you cry when I run away  Girl, take me back 'cause I wanna stay Save your tears for another I realize that I'm much too late And you deserve someone better Save your tears for another day (ooh, yeah) Save your tears for another day (yeah)  I don't know why I run away I'll make you cry when I run away  Save your tears for another day, ooh girl (ah) I said save your tears for another day, yeah (ah) Save your tears for another day (ah) Save your tears for another day (ah)","['yeah', 'saw', 'dancing', 'crowded', 'room', 'look', 'happy', 'saw', 'caught', 'surprise', 'single', 'teardrop', 'falling', 'eye', 'know', 'run', 'away', 'make', 'cry', 'run', 'away', 'could', 'asked', 'broke', 'heart', 'could', 'told', 'fell', 'apart', 'walked', 'past', 'like', 'pretended', 'like', 'care', 'know', 'run', 'away', 'make', 'cry', 'run', 'away', 'take', 'back', 'na', 'stay', 'save', 'tear', 'another', 'save', 'tear', 'another', 'day', 'save', 'tear', 'another', 'day', 'made', 'think', 'would', 'always', 'stay', 'said', 'thing', 'never', 'say', 'yeah', 'broke', 'heart', 'like', 'someone', 'mine', 'love', 'second', 'time', 'know', 'run', 'away', 'girl', 'make', 'cry', 'run', 'away', 'girl', 'take', 'back', 'na', 'stay', 'save', 'tear', 'another', 'realize', 'much', 'late', 'deserve', 'someone', 'better', 'save', 'tear', 'another', 'day', 'ooh', 'yeah', 'save', 'tear', 'another', 'day', 'yeah', 'know', 'run', 'away', 'make', 'cry', 'run', 'away', 'save', 'tear', 'another', 'day', 'ooh', 'girl', 'ah', 'said', 'save', 'tear', 'another', 'day', 'yeah', 'ah', 'save', 'tear', 'another', 'day', 'ah', 'save', 'tear', 'another', 'day', 'ah']",0.9511,0.212,0.612,0.176,1
158832749,Idfc,Blackbear,"Tell me pretty lies Look me in the face Tell me that you love me Even if it's fake 'Cause I don't fuckin' care at all  You been out all night I don't know where you've been You're slurrin' all your words Not makin' any sense But I don't fuckin' care at all  'Cause I have hella feelings for you I act like I don't fuckin' care Like they ain't even there 'Cause I have hella feelings for you I act like I don't fuckin' care 'Cause I'm so fuckin' scared  I'm only a fool for you And maybe you're too good for me I'm only a fool for you But I don't fuckin' care at all, oh, oooh Ooh yeah  Tell me pretty lies Look me in the face Tell me that you love me Even if it's fake 'Cause I don't fuckin' care, at all  You been out all night I don't know where you've been You're slurrin' all your words Not makin' any sense But I don't fuckin' care at all  'Cause I have hella feelings for you I act like I don't fuckin' care Like they ain't even there 'Cause I have hella feelings for you I act like I don't fuckin' care 'Cause I'm so fuckin' scared  I'm only a fool for you And maybe you're too good for me I'm only a fool for you But I don't fuckin' care at all, oh, ooh Ooh yeah","['tell', 'pretty', 'lie', 'look', 'face', 'tell', 'love', 'even', 'fake', 'care', 'night', 'know', 'slurrin', 'word', 'makin', 'sense', 'care', 'hella', 'feeling', 'act', 'like', 'care', 'like', 'ai', 'even', 'hella', 'feeling', 'act', 'like', 'care', 'scared', 'fool', 'maybe', 'good', 'fool', 'care', 'oooh', 'ooh', 'yeah', 'tell', 'pretty', 'lie', 'look', 'face', 'tell', 'love', 'even', 'fake', 'care', 'night', 'know', 'slurrin', 'word', 'makin', 'sense', 'care', 'hella', 'feeling', 'act', 'like', 'care', 'like', 'ai', 'even', 'hella', 'feeling', 'act', 'like', 'care', 'scared', 'fool', 'maybe', 'good', 'fool', 'care', 'ooh', 'ooh', 'yeah']",-0.9858,0.137,0.615,0.247,-1
582361274,I Hate U,SZA,"I be so sick of you niggas, y'all contradicting I be so bored with myself, can you come and fuck me? I feel so ordinary, sad when you around me Treat me like corduroy, wear me out Arguments, you air me out Tripping 'bout your whereabouts I can't keep no conflict with you, boy, can we just rub it out? I don't want no static with you, you know you my plug And I can't shake this habit, no, oh, oh  I've been up, baby Heavy reminiscing Heavy on the ""missing you"" Wish shit was different than what it was (oh yeah, ayy) I've been up, baby Lost in the lie of us Lost, ain't no finding us I've been up, baby  And if you wondered if I hate you (I do) Shitty of you to make me feel just like this What I would do to make you feel just like this And if you wondered if I hate you (fuck you) Shitty of you to makе me feel just like this What I would do to make you feel just likе this  Used to be too solid 'til you scrambled me Used to be your rider, you mishandle me Used to be nonviolent 'til you ambushed me Now I'm out here wyling with you Now I'm out here, silent treatment, that mean no permission (no) Missionary getting boring, can you switch positions? (Yeah) Hard to save your soul, you don't ever listen, no (no)  I've been up, baby Heavy reminiscing Heavy on the ""missing you"" Wish shit was different than what it was (oh yeah, ayy) I've been up, baby Lost in the lie of us Lost, ain't no finding us I've been up, baby  And if you wondered if I hate you (I do) Shitty of you to make me feel just like this What I would do to make you feel just like this And if you wondered if I hate you (fuck you) Shitty of you to make me feel just like this What I would do to make you feel just like this","['sick', 'yall', 'contradicting', 'bored', 'come', 'feel', 'ordinary', 'sad', 'around', 'treat', 'like', 'corduroy', 'wear', 'argument', 'air', 'tripping', 'bout', 'whereabouts', 'keep', 'conflict', 'boy', 'rub', 'want', 'static', 'know', 'plug', 'shake', 'habit', 'baby', 'heavy', 'reminiscing', 'heavy', 'missing', 'wish', 'different', 'yeah', 'ayy', 'baby', 'lost', 'lie', 'u', 'lost', 'ai', 'finding', 'u', 'baby', 'wondered', 'hate', 'shitty', 'make', 'feel', 'like', 'would', 'make', 'feel', 'like', 'wondered', 'hate', 'shitty', 'mak', 'feel', 'like', 'would', 'make', 'feel', 'lik', 'used', 'solid', 'til', 'scrambled', 'used', 'rider', 'mishandle', 'used', 'nonviolent', 'til', 'ambushed', 'wyling', 'silent', 'treatment', 'mean', 'permission', 'missionary', 'getting', 'boring', 'switch', 'position', 'yeah', 'hard', 'save', 'soul', 'ever', 'listen', 'baby', 'heavy', 'reminiscing', 'heavy', 'missing', 'wish', 'different', 'yeah', 'ayy', 'baby', 'lost', 'lie', 'u', 'lost', 'ai', 'finding', 'u', 'baby', 'wondered', 'hate', 'shitty', 'make', 'feel', 'like', 'would', 'make', 'feel', 'like', 'wondered', 'hate', 'shitty', 'make', 'feel', 'like', 'would', 'make', 'feel', 'like']",-0.9813,0.13,0.687,0.183,-1
579903331,Take My Breath,The Weeknd,"I saw the fire in your eyes I saw the fire when I look into your eyes You tell me things you wanna try (uh) I know temptation is the devil in disguise You risk it all to feel alive, oh, yeah You're offering yourself to me like sacrifice You said you do this all the time Tell me you love me if I bring you to the light  It's like a dream what she feels with me She loves to be on the edge Her fantasy is okay with me Then suddenly, baby says  Take my breath away And make it last forever, babe Do it now or never, babe (ah) Take my breath away Nobody does it better, babe Bring me close to-  Want me to hold on to you tight You pull me close, I feel the heat between your thighs (uh, say) You're way too young to end your life (huh) Girl, I don't wanna be the one who pays the price  Ooh, it's like a dream what she feels with me She loves to be on the edge Her fantasy is okay with me Then suddenly, baby says  Take my breath away And make it last forever, babe Do it now or never, babe (ah) Take my breath away Nobody does it better, babe Bring me close to heaven, babe (uh) Take my breath  Oh, oh-ooh And they'll see me Oh-ooh, ooh (yeah, say) Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-ooh-oh  Take my breath away (take my breath away) And make it last forever, babe Do it now or never, babe (ah) Take my breath away (take my breath away) Nobody does it better, babe Bring me close to heaven, babe  Take my breath (take my breath a-, breath away) (Nobody) Take my breath (take my breath a-, breath away) Nobody does it better, babe Bring me close to heaven, babe (uh) Take my breath","['saw', 'fire', 'eye', 'saw', 'fire', 'look', 'eye', 'tell', 'thing', 'na', 'try', 'uh', 'know', 'temptation', 'devil', 'disguise', 'risk', 'feel', 'alive', 'yeah', 'offering', 'like', 'sacrifice', 'said', 'time', 'tell', 'love', 'bring', 'light', 'like', 'dream', 'feel', 'love', 'edge', 'fantasy', 'okay', 'suddenly', 'baby', 'say', 'take', 'breath', 'away', 'make', 'last', 'forever', 'babe', 'never', 'babe', 'ah', 'take', 'breath', 'away', 'nobody', 'better', 'babe', 'bring', 'close', 'want', 'hold', 'tight', 'pull', 'close', 'feel', 'heat', 'thigh', 'uh', 'say', 'way', 'young', 'end', 'life', 'huh', 'girl', 'na', 'one', 'pay', 'price', 'ooh', 'like', 'dream', 'feel', 'love', 'edge', 'fantasy', 'okay', 'suddenly', 'baby', 'say', 'take', 'breath', 'away', 'make', 'last', 'forever', 'babe', 'never', 'babe', 'ah', 'take', 'breath', 'away', 'nobody', 'better', 'babe', 'bring', 'close', 'heaven', 'babe', 'uh', 'take', 'breath', 'ohooh', 'see', 'ohooh', 'ooh', 'yeah', 'say', 'ohoohoh', 'take', 'breath', 'away', 'take', 'breath', 'away', 'make', 'last', 'forever', 'babe', 'never', 'babe', 'ah', 'take', 'breath', 'away', 'take', 'breath', 'away', 'nobody', 'better', 'babe', 'bring', 'close', 'heaven', 'babe', 'take', 'breath', 'take', 'breath', 'breath', 'away', 'nobody', 'take', 'breath', 'take', 'breath', 'breath', 'away', 'nobody', 'better', 'babe', 'bring', 'close', 'heaven', 'babe', 'uh', 'take', 'breath']",0.9892,0.154,0.808,0.038,1
433417422,Could've Been,H.E.R. Feat. Bryson Tiller,"Please, allow me to show you something  Somebody give me Yeah  Somebody give me, uh Somebody tell me the answers Me and you isn't the answer, uh Me and you isn't Maybe I'm telling myself that But there ain't nothin' that'll change that What good would it be If I knew how you felt about me? (Yeah)  It could've been right but I was wrong Only think 'bout you when I'm alone The part of me that cared inside is gone And I know, that I can't, get caught up  We could've been And we try to pretend Every now and again We don't dream about, don't think about what We could've been Though I'm holding it in 'Cause I know in the end You dream about, I think about what We could've been We could've been (Yeah) We could've (Damn)  Remember? Remember the night in Miami First time you put your arms around me I'm up reminiscing (Ooh yeah) Thinking 'bout you isn't helping Thinking 'bout you doesn't tell me What good it would do, if I decide to face the truth  It could've been right but I was wrong Only think 'bout you when I'm alone You only hit me up when she's not home And that's why, I can't, get caught up  We could've been And we try to pretend Every now and again We don't dream about, don't think about what We could've been Though I'm holding it in 'Cause I know in the end You dream about, I think about what We could've been We could've been We could've We could've been What we could've been, we could've been  What we could have been, yeah What we could've been  Ayy What we could've been What we should've been If I wasn't, if I wasn't With somebody, if you gotta hide it what's the point of trying? I ain't just your friend, no, what's the point of lying? Tryna sell a story ain't nobody buyin' Look me in my eyes, don't that feel nice? Why should it end? Baby, I could've been I could've been him, more than your friend  Just say where and when, where to make a trip Baby make a wish, be the one I'm with Should've been a-, should've, could've, would have been, ay  Yeah, I would have been (Damn) Yeah, I would have been (Yeah)  Damn, damn (Could've been) Yeah, we could've been (Oh no)","['please', 'allow', 'show', 'something', 'somebody', 'give', 'yeah', 'somebody', 'give', 'uh', 'somebody', 'tell', 'answer', 'answer', 'uh', 'maybe', 'telling', 'ai', 'nothin', 'change', 'good', 'would', 'knew', 'felt', 'yeah', 'could', 'right', 'wrong', 'think', 'bout', 'alone', 'part', 'cared', 'inside', 'gone', 'know', 'get', 'caught', 'could', 'try', 'pretend', 'every', 'dream', 'think', 'could', 'though', 'holding', 'know', 'end', 'dream', 'think', 'could', 'could', 'yeah', 'could', 'damn', 'remember', 'remember', 'night', 'miami', 'first', 'time', 'put', 'arm', 'around', 'reminiscing', 'ooh', 'yeah', 'thinking', 'bout', 'helping', 'thinking', 'bout', 'tell', 'good', 'would', 'decide', 'face', 'truth', 'could', 'right', 'wrong', 'think', 'bout', 'alone', 'hit', 'home', 'get', 'caught', 'could', 'try', 'pretend', 'every', 'dream', 'think', 'could', 'though', 'holding', 'know', 'end', 'dream', 'think', 'could', 'could', 'could', 'could', 'could', 'could', 'could', 'yeah', 'could', 'ayy', 'could', 'somebody', 'got', 'hide', 'point', 'trying', 'ai', 'friend', 'point', 'lying', 'tryna', 'sell', 'story', 'ai', 'nobody', 'buyin', 'look', 'eye', 'feel', 'nice', 'end', 'baby', 'could', 'could', 'friend', 'say', 'make', 'trip', 'baby', 'make', 'wish', 'one', 'could', 'would', 'yeah', 'would', 'damn', 'yeah', 'would', 'yeah', 'damn', 'damn', 'could', 'yeah', 'could']",-0.9631,0.077,0.799,0.124,-1
412210310,Hard 2 Face Reality,Poo Bear Feat. Justin Bieber & Jay Electronica,"Sometimes it's hard to face reality, oh, oh Even though you might get mad at me, oh, oh Sometimes it's hard to face reality  Should've been adjusted to my life Had the opportunity To stay away for the last time Now you're standin' right in front of me  It hurts me to know that I lied To try to protect your feelings You read in between the lines Hope you're heart is steady healing  Sometimes it's hard to face reality, oh, oh Even though you might get mad at me, oh, oh Sometimes it's hard to face reality  Don't be afraid to stand alone Don't be afraid to stand Outside your comfort zone I know it's hard away from home  And it ain't easy all alone Relationships over the phone Talkin' to your significant other all night long  Sometimes it's hard to face reality, oh, oh Even though you might get mad at me, oh, oh Sometimes it's hard to face reality, reality, reality... Sometimes it's hard to face reality  Love and death are quite similar How they come and go like cat burglars Reality is kinda hard to face Like actual facts is for flat-earthers  Rain's a requirement for flowers to grow And pain's a requirement for power to grow It's a miracle how one can change From one what was just hours ago  Such is life though, it's just a cycle The bigger picture and the smaller picture Are exactly the same, it's macro, micro Crack your atom and let your light glow  One day, you could be the king of pop And the next one just be ""Wacko"" Michael It's human nature, just like he told us Let's face reality, crack the cycle  Know it hurts to see the truth in your face Circumstances bring you down to your knees Go on and cry an ocean, but don't drown in it Enough to put your heart at ease  Oh, don't lose your self esteem I apologize, for being a man It's way harder than what it seems  Sometimes it's hard to face reality, oh, oh (reality) Even though you might get mad at me, oh Oh (you might get mad at me, but I'll be at your bedside) Sometimes it's hard to face reality (Oooh) Sometimes it's hard to face reality (Oooh)","['sometimes', 'hard', 'face', 'reality', 'even', 'though', 'might', 'get', 'mad', 'sometimes', 'hard', 'face', 'reality', 'adjusted', 'life', 'opportunity', 'stay', 'away', 'last', 'time', 'standin', 'right', 'front', 'hurt', 'know', 'lied', 'try', 'protect', 'feeling', 'read', 'line', 'hope', 'heart', 'steady', 'healing', 'sometimes', 'hard', 'face', 'reality', 'even', 'though', 'might', 'get', 'mad', 'sometimes', 'hard', 'face', 'reality', 'afraid', 'stand', 'alone', 'afraid', 'stand', 'outside', 'comfort', 'zone', 'know', 'hard', 'away', 'home', 'ai', 'easy', 'alone', 'relationship', 'phone', 'talkin', 'significant', 'night', 'long', 'sometimes', 'hard', 'face', 'reality', 'even', 'though', 'might', 'get', 'mad', 'sometimes', 'hard', 'face', 'reality', 'reality', 'reality', 'sometimes', 'hard', 'face', 'reality', 'love', 'death', 'quite', 'similar', 'come', 'go', 'like', 'cat', 'burglar', 'reality', 'kinda', 'hard', 'face', 'like', 'actual', 'fact', 'flatearthers', 'rain', 'requirement', 'flower', 'grow', 'pain', 'requirement', 'power', 'grow', 'miracle', 'one', 'change', 'one', 'hour', 'ago', 'life', 'though', 'cycle', 'bigger', 'picture', 'smaller', 'picture', 'exactly', 'macro', 'micro', 'crack', 'atom', 'let', 'light', 'glow', 'one', 'day', 'could', 'king', 'pop', 'next', 'one', 'wacko', 'michael', 'human', 'nature', 'like', 'told', 'u', 'let', 'face', 'reality', 'crack', 'cycle', 'know', 'hurt', 'see', 'truth', 'face', 'circumstance', 'bring', 'knee', 'go', 'cry', 'ocean', 'drown', 'enough', 'put', 'heart', 'ease', 'lose', 'self', 'esteem', 'apologize', 'man', 'way', 'harder', 'seems', 'sometimes', 'hard', 'face', 'reality', 'reality', 'even', 'though', 'might', 'get', 'mad', 'might', 'get', 'mad', 'bedside', 'sometimes', 'hard', 'face', 'reality', 'oooh', 'sometimes', 'hard', 'face', 'reality', 'oooh']",-0.6333,0.078,0.812,0.11,-1
503576063,Blinding Lights,The Weeknd,"Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust (Hey, hey, hey)  I'm running out of time 'Cause I can see the sun light up the sky So I hit the road in overdrive, baby, oh  The city's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust  I'm just walking by to let you know (by to let you know) I can never say it on the phone (say it on the phone) Will never let you go this time (ooh)  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch (Hey, hey, hey)  (Hey, hey, hey)  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch","['yeah', 'tryna', 'call', 'long', 'enough', 'maybe', 'show', 'love', 'maybe', 'going', 'withdrawal', 'even', 'much', 'turn', 'touch', 'baby', 'look', 'around', 'sin', 'city', 'cold', 'empty', 'one', 'around', 'judge', 'see', 'clearly', 'gone', 'said', 'ooh', 'blinded', 'light', 'sleep', 'feel', 'touch', 'said', 'ooh', 'drowning', 'night', 'like', 'one', 'trust', 'hey', 'hey', 'hey', 'running', 'time', 'see', 'sun', 'light', 'sky', 'hit', 'road', 'overdrive', 'baby', 'city', 'cold', 'empty', 'one', 'around', 'judge', 'see', 'clearly', 'gone', 'said', 'ooh', 'blinded', 'light', 'sleep', 'feel', 'touch', 'said', 'ooh', 'drowning', 'night', 'like', 'one', 'trust', 'walking', 'let', 'know', 'let', 'know', 'never', 'say', 'phone', 'say', 'phone', 'never', 'let', 'go', 'time', 'ooh', 'said', 'ooh', 'blinded', 'light', 'sleep', 'feel', 'touch', 'hey', 'hey', 'hey', 'hey', 'hey', 'hey', 'said', 'ooh', 'blinded', 'light', 'sleep', 'feel', 'touch']",-0.4434,0.069,0.836,0.095,-1
560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic","Said baby, said baby, said baby  What you doing? (What you doing?) Where you at? (Where you at?) Oh, you got plans? (You got plans?) Don't say that (shut your trap) I'm sipping wine (sip, sip) in a robe (drip, drip) I look too good (look too good) to be alone (woo-woo) My house clean (house clean), my pool warm (pool warm) Just shaved (smooth like a newborn) We should be dancing, romancing In the east wing and the west wing Of this mansion, what's happening?  I ain't playing no games Every word that I say is coming straight from the heart So if you tryna lay in these arms  I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hoping) That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through)  Ooh, you're so sweet (so sweet), so tight (so tight) I won't bite (ah-ah), unless you like (unless you like) If you smoke (what you smoke?) I got the haze (Purple Haze) And if you're hungry, girl, I got filets (woo-woo) Ooh, baby, don't keep me (waiting) There's so much love we could be making (shamone) I'm talking kissing, cuddling Rose petals in the bathtub Girl, let's jump in, it's bubbling  I ain't playing no games Every word that I say is coming straight from the heart So (if you) if you (tryna) tryna lay in these arms  I'ma leave the door open (I'ma leave the door open) I'ma leave the door open, girl (I'ma leave the door open, hoping) That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through) come on, girl  La-la-la, la-la-la-la (I need you, baby) La-la-la, la-la-la-la (I gotta see you, baby) La-la-la, la-la-la-la (girl, I'm tryna give you this) Ah-ah-ah-ah, ah-ah  Hey-hey, I'ma leave my door open, baby (I'ma leave the door open) I'ma leave, I'ma leave my door open, girl (I'ma leave the door open, hoping) and I'm hoping, hoping That you feel the way I feel And you want me like I want you tonight, baby (Tell me that you're coming through) woo! La-la-la, la-la-la-la (tell me) (Tell me that you're coming through)  Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo Woo-woo-woo-woo, woo-woo-woo, woo-woo La-la-la, la-la-la-la (la-la-la, la-la) (Tell me that you're coming through) Girl, I'm here just waiting for you (oh!) Come on over, I'll adore you (I gotta know!) La-la-la, la-la-la-la (I'm waiting, waiting, waiting) (Tell me that you're coming through) for you Girl, I'm here just waiting for you Come on over, I'll adore you La-la-la, la-la-la-la (la-la, la-la)","['said', 'baby', 'said', 'baby', 'said', 'baby', 'got', 'plan', 'got', 'plan', 'say', 'shut', 'trap', 'sipping', 'wine', 'sip', 'sip', 'robe', 'drip', 'drip', 'look', 'good', 'look', 'good', 'alone', 'woowoo', 'house', 'clean', 'house', 'clean', 'pool', 'warm', 'pool', 'warm', 'shaved', 'smooth', 'like', 'newborn', 'dancing', 'romancing', 'east', 'wing', 'west', 'wing', 'mansion', 'happening', 'ai', 'playing', 'game', 'every', 'word', 'say', 'coming', 'straight', 'heart', 'tryna', 'lay', 'arm', 'ima', 'leave', 'door', 'open', 'ima', 'leave', 'door', 'open', 'ima', 'leave', 'door', 'open', 'girl', 'ima', 'leave', 'door', 'open', 'hoping', 'feel', 'way', 'feel', 'want', 'like', 'want', 'tonight', 'baby', 'tell', 'coming', 'ooh', 'sweet', 'sweet', 'tight', 'tight', 'bite', 'ahah', 'unless', 'like', 'unless', 'like', 'smoke', 'smoke', 'got', 'haze', 'purple', 'haze', 'hungry', 'girl', 'got', 'filet', 'woowoo', 'ooh', 'baby', 'keep', 'waiting', 'much', 'love', 'could', 'making', 'shamone', 'talking', 'kissing', 'cuddling', 'rose', 'petal', 'bathtub', 'girl', 'let', 'jump', 'bubbling', 'ai', 'playing', 'game', 'every', 'word', 'say', 'coming', 'straight', 'heart', 'tryna', 'tryna', 'lay', 'arm', 'ima', 'leave', 'door', 'open', 'ima', 'leave', 'door', 'open', 'ima', 'leave', 'door', 'open', 'girl', 'ima', 'leave', 'door', 'open', 'hoping', 'feel', 'way', 'feel', 'want', 'like', 'want', 'tonight', 'baby', 'tell', 'coming', 'come', 'girl', 'lalala', 'lalalala', 'need', 'baby', 'lalala', 'lalalala', 'got', 'see', 'baby', 'lalala', 'lalalala', 'girl', 'tryna', 'give', 'ahahahah', 'ahah', 'heyhey', 'ima', 'leave', 'door', 'open', 'baby', 'ima', 'leave', 'door', 'open', 'ima', 'leave', 'ima', 'leave', 'door', 'open', 'girl', 'ima', 'leave', 'door', 'open', 'hoping', 'hoping', 'hoping', 'feel', 'way', 'feel', 'want', 'like', 'want', 'tonight', 'baby', 'tell', 'coming', 'woo', 'lalala', 'lalalala', 'tell', 'tell', 'coming', 'woowoowoowoo', 'woowoowoo', 'woowoowoo', 'woowoowoowoo', 'woowoowoo', 'woowoo', 'lalala', 'lalalala', 'lalala', 'lala', 'tell', 'coming', 'girl', 'waiting', 'come', 'adore', 'got', 'know', 'lalala', 'lalalala', 'waiting', 'waiting', 'waiting', 'tell', 'coming', 'girl', 'waiting', 'come', 'adore', 'lalala', 'lalalala', 'lala', 'lala']",0.9944,0.141,0.815,0.043,1
